area,bedrooms,bathrooms,location,price
1175,2,3,Bhopal,1130925.2034418848
1244,3,2,Satna,1298743.402364541
897,2,2,Bhopal,1311462.7783028851
629,1,1,Jabalpur,868935.4360706052
762,1,2,Noida,1725916.3771431528
1461,3,3,Rewa,1632957.6070650883
754,1,2,Indore,1062531.0110850339
1367,3,3,Satna,1460325.8025074713
772,1,3,Rewa,809216.9587588345
1182,2,1,Bhopal,1324547.5437855206
792,1,2,Mumbai,1323667.841160345
929,2,3,Jabalpur,1515990.8925554613
959,2,2,Sagar,896058.684896275
616,1,1,Indore,899462.6528558778
1253,3,1,Bhopal,1535049.075504323
1219,3,1,Satna,1537390.1169446507
1003,2,3,Sagar,1080467.4404665302
1096,2,1,Jabalpur,1173188.1682770557
1415,3,1,Pune,2491784.5988256503
763,1,1,Satna,717919.4761949615
1200,2,2,Satna,1184442.8201342863
609,1,1,Jabalpur,910511.5500170235
928,2,3,Sagar,974495.675411245
644,1,2,Sagar,736566.4089640492
652,1,2,Satna,842697.6331098079
1114,2,3,Noida,1870856.369083791
624,1,2,Jabalpur,1077959.6729844925
995,2,2,Mumbai,1868433.6706176118
1147,2,3,Noida,2128480.842684673
1073,2,1,Noida,1876038.823818443
741,1,3,Jabalpur,976576.074406621
1340,3,3,Jabalpur,1918356.6362403908
761,1,1,Sagar,792366.8358666336
1166,2,2,Bhopal,1089547.5917076785
1069,2,2,Noida,2030249.1960465708
833,2,1,Pune,2175953.7244045697
731,1,3,Noida,1597492.9859778734
648,1,3,Rewa,866313.6678061326
910,2,1,Bhopal,1095618.9297979164
825,2,2,Rewa,893014.5858852023
1228,3,2,Satna,1590341.104755924
665,1,2,Rewa,713754.9722016958
738,1,1,Jabalpur,951943.9509536145
768,1,3,Pune,1673947.475088966
1158,2,2,Indore,1236703.8867252269
1096,2,1,Mumbai,2005322.0292372105
732,1,2,Mumbai,1746552.2349115259
966,2,2,Noida,2307098.8059469517
990,2,2,Sagar,873518.2997382781
1340,3,1,Indore,1679656.8226678139
783,1,3,Pune,1957625.8094967627
636,1,1,Jabalpur,864929.4806068647
1421,3,3,Bhopal,2089074.2584786639
1202,3,3,Sagar,1336897.8327314141
1382,3,1,Bhopal,1944015.789070889
1117,2,2,Sagar,1060881.4398424644
695,1,1,Bhopal,905470.6876982471
1078,2,1,Pune,2007380.947105276
1069,2,3,Pune,2373551.9503605757
1366,3,3,Noida,2601711.252352599
1149,2,3,Bhopal,1164651.3524628324
1246,3,3,Mumbai,2481436.667025068
1225,3,1,Pune,2997229.77873955
1111,2,2,Mumbai,2282469.8793010353
686,1,3,Noida,1706873.3701101867
1075,2,2,Indore,1311606.6919839988
1218,3,2,Jabalpur,1544568.7963738136
606,1,3,Satna,814040.0828570458
639,1,1,Noida,1513404.4230895871
1096,2,1,Bhopal,1311340.2432739267
724,1,3,Jabalpur,1065064.4164548407
701,1,3,Indore,1072382.532088826
602,1,2,Noida,1505736.441463483
1461,3,2,Noida,2837517.9150455813
698,1,3,Bhopal,949789.5372692103
1127,2,3,Indore,1552415.9049261725
1097,2,3,Indore,1514788.9449845974
835,2,3,Sagar,946538.5483848907
809,2,1,Bhopal,1262668.7295082172
672,1,3,Rewa,705117.267606319
1211,3,3,Rewa,1323379.748913886
1236,3,1,Noida,2895296.2128715278
1482,3,1,Sagar,1303192.9456521
1295,3,3,Jabalpur,1607076.2001561166
676,1,3,Noida,1691873.3137955614
960,2,1,Satna,929849.724030545
1029,2,2,Satna,1095347.1496970851
1475,3,1,Indore,1607568.2156351246
921,2,2,Noida,1915758.535483355
1412,3,3,Bhopal,1991057.7351478047
740,1,3,Rewa,856468.8997930526
1019,2,1,Jabalpur,1429992.737788543
1075,2,2,Satna,1074571.5257356253
616,1,1,Rewa,708448.7417781695
1360,3,2,Bhopal,1990139.5949176513
1459,3,1,Satna,1442169.2983008286
800,1,1,Pune,1699319.466218995
799,1,2,Pune,1496699.6882456222
1316,3,1,Mumbai,2655413.4189800485
652,1,3,Noida,1591959.608409767
637,1,3,Rewa,721954.0214507882
1227,3,3,Mumbai,2626130.0814353633
822,2,1,Rewa,927573.0046707798
739,1,3,Bhopal,1064750.1951068835
1300,3,3,Indore,1799458.6409644806
1266,3,2,Satna,1676671.7232486685
1461,3,1,Mumbai,2962092.743881631
886,2,3,Indore,1516679.9096496184
765,1,1,Mumbai,1763300.0999815795
825,2,1,Rewa,981838.2874630586
1260,3,2,Sagar,1640954.6620450402
1415,3,3,Mumbai,2460374.333860767
1462,3,2,Jabalpur,1721431.4136022108
1059,2,1,Pune,1969906.5838310728
1182,2,3,Jabalpur,1405631.3165186667
1133,2,1,Noida,2296381.3657458657
1253,3,2,Rewa,1383646.578400228
1109,2,1,Noida,1923112.7508836633
992,2,3,Indore,1432114.5311330147
734,1,1,Jabalpur,908776.1007654956
1289,3,3,Satna,1428180.2327105692
803,2,3,Sagar,1153609.258400061
1181,2,2,Mumbai,1971864.4644308265
924,2,1,Mumbai,2253831.986623359
642,1,1,Bhopal,957342.8006022238
1235,3,3,Bhopal,1705371.7832537717
774,1,3,Indore,1083309.4282239967
689,1,3,Pune,1726509.1183866104
1493,3,2,Mumbai,3150887.2126740324
764,1,2,Jabalpur,994290.0770064713
1378,3,2,Mumbai,2876081.3791745002
1159,2,3,Noida,2154838.314705967
1473,3,1,Indore,1576776.9757690004
1464,3,2,Sagar,1608346.3406571415
921,2,2,Sagar,870640.7172402033
615,1,1,Pune,1460316.2330901471
691,1,3,Pune,1576561.126342218
1486,3,3,Indore,2030325.6097823686
1465,3,1,Satna,1449160.0092907196
1489,3,2,Rewa,1369466.7339044146
641,1,1,Satna,744261.1215460717
668,1,2,Pune,1473376.0143307215
1462,3,2,Sagar,1191798.1277330082
972,2,2,Pune,2198686.746673655
1428,3,2,Bhopal,1687180.4870585457
811,2,3,Jabalpur,1525939.7370075178
617,1,2,Pune,1492612.6707066821
864,2,2,Jabalpur,1499641.5346547666
722,1,1,Noida,1288275.4472475098
1123,2,2,Mumbai,1988352.9292693373
621,1,2,Indore,959062.6224333193
625,1,3,Noida,1761787.4283163238
733,1,2,Indore,860767.3734381312
632,1,2,Mumbai,1318994.7833144427
1308,3,2,Pune,3262441.8154666508
1323,3,2,Rewa,1366323.069167129
870,2,1,Satna,882991.2359476626
649,1,1,Indore,1072958.227430817
636,1,3,Jabalpur,972541.99554928
1482,3,3,Noida,2433671.614813954
1247,3,1,Noida,2798587.4519958557
809,2,3,Bhopal,1430992.5595252416
1338,3,3,Noida,2879736.1318055275
618,1,1,Sagar,673600.3198633534
603,1,3,Sagar,807248.9365428758
719,1,1,Satna,698465.0373422552
1481,3,3,Mumbai,2613920.1535989614
637,1,1,Jabalpur,875685.5128733891
1223,3,1,Mumbai,2568794.434418697
764,1,3,Rewa,822735.7705665209
1399,3,2,Rewa,1276283.7023357025
793,1,2,Rewa,862446.7823962008
707,1,1,Jabalpur,862788.9832447665
1236,3,3,Pune,2931955.880281542
1191,2,2,Bhopal,1419839.722002461
903,2,1,Jabalpur,1416251.1247321249
1147,2,3,Pune,2246798.232873203
1119,2,1,Sagar,954606.5736104322
776,1,2,Indore,937560.4265229454
1012,2,3,Pune,2464883.216598541
770,1,3,Bhopal,993860.4592020542
718,1,2,Sagar,840724.1242744789
1471,3,2,Rewa,1519915.6350668226
1354,3,3,Jabalpur,1765286.1152930255
1344,3,3,Bhopal,1689689.491298937
777,1,1,Jabalpur,850511.9470915333
779,1,1,Jabalpur,881652.0715265829
646,1,3,Noida,1741098.144727219
1270,3,2,Bhopal,1992409.4076077868
797,1,2,Mumbai,1847632.6481353007
629,1,3,Satna,825899.2133817157
1125,2,1,Satna,893249.6316043258
703,1,3,Satna,885581.4333054239
757,1,3,Mumbai,1718783.4116709684
1026,2,2,Pune,2168175.9835921507
1498,3,2,Pune,2790043.6305398014
1155,2,1,Satna,920930.0552641321
1140,2,3,Satna,1140262.5730835823
1024,2,1,Satna,1173440.9607951688
973,2,2,Sagar,935703.1785962856
1285,3,2,Indore,2009514.5592233147
706,1,2,Mumbai,1325901.3154386182
716,1,1,Satna,830335.2265520234
779,1,3,Indore,1005360.3901169065
799,1,1,Jabalpur,932057.1617628251
1345,3,2,Sagar,1409444.4469896713
1177,2,1,Indore,1403510.661783454
731,1,1,Sagar,679403.2060410986
662,1,3,Satna,765810.5241680288
1161,2,1,Bhopal,1523863.4726508136
650,1,1,Indore,921665.2270692916
1201,3,1,Rewa,1300875.523455518
1451,3,1,Satna,1353657.894924617
749,1,3,Pune,1721570.1514973647
672,1,1,Bhopal,960794.303489679
668,1,2,Pune,1671368.759698458
991,2,1,Satna,984543.2707512042
1261,3,1,Noida,2771597.3917067396
729,1,3,Rewa,731844.4362180416
709,1,3,Sagar,757533.3331327525
682,1,3,Jabalpur,961824.1088006883
1257,3,2,Pune,2597157.310125118
1335,3,3,Pune,2677175.1674022027
1261,3,3,Bhopal,1839096.548402783
662,1,2,Sagar,687742.8577881226
1474,3,1,Bhopal,1720961.3741495195
658,1,1,Noida,1554960.6709719463
676,1,2,Sagar,814864.7648348492
773,1,3,Bhopal,890495.9253977295
900,2,3,Jabalpur,1302547.6387750458
1326,3,3,Rewa,1438266.0447037823
1486,3,3,Pune,2666416.6604184387
1148,2,1,Indore,1205829.0626757992
777,1,1,Mumbai,1830131.619197708
1410,3,3,Sagar,1520866.5035170228
721,1,1,Noida,1594621.1569831155
723,1,2,Bhopal,980330.8942772369
791,1,2,Pune,1692418.9562902907
699,1,2,Noida,1478184.2411939825
1327,3,3,Indore,1627945.727577886
1231,3,1,Noida,2897895.2200934216
1367,3,3,Bhopal,1816235.7824378577
1300,3,2,Noida,2813596.63203252
1286,3,1,Indore,2110227.9252218534
762,1,1,Mumbai,1651002.5454348808
610,1,3,Sagar,788959.3141128112
1425,3,1,Satna,1503318.2777915965
865,2,1,Sagar,985140.6420913459
1237,3,2,Rewa,1484278.6806691964
1312,3,2,Satna,1682058.2880959339
1164,2,1,Pune,2136281.247834979
1177,2,3,Rewa,1165760.9541745468
776,1,3,Rewa,742812.1742174769
634,1,2,Rewa,752557.741733284
1407,3,1,Rewa,1407462.9417331307
1206,3,2,Satna,1481890.1804423954
1210,3,2,Mumbai,3127732.2865886297
1263,3,2,Pune,2708271.6130782403
892,2,3,Mumbai,2206408.8187633394
1260,3,1,Rewa,1312886.2850624053
1197,2,2,Satna,1115107.8478765634
1358,3,2,Bhopal,1550624.6698292487
1218,3,2,Rewa,1504589.6668900803
1312,3,1,Indore,1841132.7264023407
1292,3,3,Mumbai,2789579.9008942163
607,1,3,Noida,1648805.128550443
997,2,3,Indore,1457463.6442840665
1377,3,3,Bhopal,2170526.6534444704
726,1,3,Mumbai,1612041.1736051973
905,2,1,Noida,2075788.0806022394
985,2,3,Rewa,915774.0128834218
1158,2,3,Pune,2137649.590628018
1014,2,1,Jabalpur,1276808.3504888117
864,2,2,Rewa,881770.1827587126
1038,2,1,Jabalpur,1336797.1941584432
1300,3,3,Satna,1618418.8984058278
1169,2,1,Bhopal,1334752.4512312973
1117,2,2,Noida,2026729.392024659
1012,2,2,Satna,920749.7410065687
763,1,1,Rewa,751638.7757630787
1449,3,1,Noida,3028056.4701575222
679,1,1,Pune,1572440.0683158992
805,2,3,Jabalpur,1502524.6811603114
758,1,1,Jabalpur,1028571.9986553728
1468,3,3,Rewa,1313239.4701849963
1449,3,3,Noida,2725927.2188151665
1191,2,3,Pune,2062408.774046515
954,2,2,Satna,1110261.0449895444
611,1,1,Rewa,809176.6219714674
1092,2,3,Mumbai,2144008.8173527033
852,2,2,Pune,2114297.4245020207
603,1,3,Sagar,846898.4883586401
1331,3,1,Bhopal,1781875.6622242068
990,2,2,Sagar,999327.1935981044
1198,2,1,Rewa,906613.0461022509
681,1,1,Pune,1323751.1825817013
1221,3,3,Rewa,1248826.4369530114
782,1,2,Satna,770361.2386819007
781,1,1,Noida,1814659.8259170728
643,1,2,Sagar,892406.3025103225
769,1,2,Rewa,759485.3162894668
873,2,2,Satna,895792.7217036627
655,1,3,Noida,1259894.1419017732
641,1,2,Jabalpur,1011117.2690712542
1456,3,2,Satna,1508792.5220518971
1250,3,1,Rewa,1476192.1634887692
625,1,1,Sagar,810722.2041235587
875,2,3,Rewa,981473.9424216364
1056,2,2,Rewa,1124633.2408721428
706,1,1,Bhopal,871494.4729286999
778,1,1,Mumbai,1799995.6561458278
1214,3,1,Rewa,1347096.854211856
997,2,2,Sagar,1167040.7563143324
1325,3,3,Pune,2484061.950905284
839,2,3,Noida,2467356.1712926147
942,2,2,Indore,1249742.7396661153
654,1,2,Mumbai,1762296.7799888607
781,1,1,Mumbai,1409150.6624798432
1273,3,3,Indore,1619646.659847363
1090,2,1,Mumbai,1841735.9149305543
1482,3,1,Indore,1872221.6862383266
1009,2,1,Rewa,942712.1535239303
711,1,2,Sagar,716329.0289393641
1174,2,1,Sagar,1060793.361731564
1362,3,3,Noida,2605930.5307885506
1057,2,1,Sagar,1187297.627608571
686,1,2,Mumbai,1460972.0674974453
1221,3,3,Indore,1994711.6693907487
1297,3,1,Indore,1676855.2392528008
1153,2,3,Rewa,1252215.8037895418
1495,3,2,Noida,2590325.7129039904
1423,3,3,Satna,1646990.9073852962
1264,3,3,Sagar,1587239.0692101785
749,1,1,Rewa,740324.4152248254
668,1,2,Satna,761472.0982940341
1141,2,1,Pune,1931483.5286247146
662,1,1,Satna,714579.0650899224
1487,3,3,Mumbai,2725054.6171015566
921,2,2,Sagar,1286951.0087509542
1247,3,3,Noida,2591904.00792258
918,2,1,Jabalpur,1459620.3946714308
1249,3,3,Rewa,1570928.5041409135
1028,2,1,Bhopal,1420319.0877428951
646,1,2,Rewa,746002.2262741695
1160,2,1,Indore,1472487.8963740957
658,1,1,Rewa,871722.9811111842
887,2,2,Jabalpur,1191699.7107635401
723,1,2,Satna,690253.4382523313
1267,3,1,Rewa,1251283.6418361606
644,1,2,Jabalpur,1025899.234469805
1437,3,1,Jabalpur,1920753.8133773496
803,2,1,Indore,1191639.1691866121
1247,3,2,Pune,2506550.061988588
1427,3,2,Noida,2703633.356884438
744,1,2,Pune,1766504.0682922981
1037,2,1,Indore,1298248.00199629
744,1,1,Bhopal,900888.6618941518
1226,3,2,Satna,1217491.7799714413
674,1,3,Bhopal,940816.0323998379
1313,3,2,Noida,2904796.777982512
619,1,1,Satna,711460.8517558967
615,1,3,Noida,1810039.283175238
750,1,3,Sagar,822114.3860115579
643,1,2,Bhopal,866926.9695037041
690,1,2,Sagar,845226.4144738376
1122,2,3,Rewa,1232945.8796186128
654,1,2,Noida,1809970.516897281
1419,3,2,Jabalpur,1902673.3279436156
1316,3,2,Sagar,1631948.4221072607
828,2,1,Bhopal,1250168.4227965702
1109,2,2,Satna,915887.8205917168
1138,2,2,Noida,2112352.1739320974
849,2,2,Sagar,1027910.4765534374
1458,3,3,Noida,2598378.634059016
792,1,3,Pune,1880591.5161741332
1082,2,3,Bhopal,1326455.876884629
1242,3,3,Indore,2061168.992619825
790,1,2,Indore,1028789.3531228635
1435,3,2,Noida,2701353.676082839
978,2,1,Sagar,984915.9585316483
1423,3,2,Mumbai,2817807.2374479426
753,1,3,Noida,1661162.5907850387
1464,3,2,Sagar,1291864.2575770358
985,2,1,Pune,2245002.752111333
1133,2,2,Mumbai,2152988.0437728614
1127,2,3,Jabalpur,1450934.8434431269
715,1,1,Sagar,809001.1171358379
1080,2,1,Bhopal,1120698.659160295
775,1,2,Jabalpur,945536.4261470124
1255,3,3,Satna,1662344.5718213408
601,1,2,Bhopal,900961.1919639744
1307,3,3,Mumbai,2651981.758973911
1403,3,3,Jabalpur,1715330.3813931097
713,1,2,Indore,1057347.518590334
1479,3,3,Indore,1962045.0897333564
944,2,3,Mumbai,2377640.5956092305
938,2,2,Satna,835726.3465849792
696,1,3,Satna,909043.4862221561
1124,2,3,Indore,1129754.4925129737
721,1,1,Indore,957762.3413163135
946,2,1,Jabalpur,1253925.4253808432
716,1,1,Rewa,685503.4925456963
1189,2,2,Noida,2165041.3550003944
1266,3,1,Sagar,1409416.7133572027
1436,3,1,Mumbai,2888324.0772999893
1207,3,2,Mumbai,2723482.5516561395
642,1,1,Satna,722764.5143523588
923,2,2,Pune,2378237.5132821933
894,2,1,Noida,1836513.020694447
1244,3,1,Indore,1817899.3578781593
809,2,2,Sagar,977623.6794243784
696,1,1,Indore,839814.9653019914
649,1,1,Rewa,656157.151724333
1437,3,2,Mumbai,2994015.133101329
796,1,1,Indore,916974.212312451
704,1,2,Pune,1830516.0577763312
1036,2,3,Indore,1371724.7182190388
1429,3,2,Indore,1797775.6567181314
646,1,2,Pune,1376946.8238073937
1212,3,3,Noida,2601834.8066164497
682,1,3,Jabalpur,1052476.7410379003
791,1,1,Mumbai,1538526.1022059887
898,2,2,Indore,1496658.5908812499
641,1,1,Jabalpur,999338.2689572563
1280,3,1,Noida,2957902.6418405743
1343,3,3,Sagar,1641425.5618373628
683,1,1,Noida,1819167.5032292418
604,1,1,Bhopal,909659.9268825065
1346,3,1,Sagar,1231996.8022788167
1348,3,2,Sagar,1359433.6817249132
1340,3,1,Bhopal,1568769.148362978
703,1,2,Mumbai,1279810.6352855947
892,2,3,Noida,2110902.196177322
784,1,3,Jabalpur,1061705.9480059429
672,1,1,Indore,849058.8964737431
796,1,1,Jabalpur,846650.5625020434
1064,2,1,Mumbai,2106822.7668531723
779,1,3,Indore,963504.0543249644
1200,3,1,Bhopal,2096149.8325614033
640,1,1,Satna,654990.5479697761
1292,3,2,Bhopal,1670887.9236574236
829,2,2,Bhopal,1161880.525673854
1113,2,3,Mumbai,1930090.999015695
789,1,3,Noida,1599424.8945476077
656,1,1,Pune,1356371.3169933103
1162,2,3,Noida,2165737.8338007424
758,1,3,Mumbai,1794126.8307776172
1422,3,1,Noida,2454768.1154430103
1368,3,1,Noida,2421239.296230995
657,1,3,Jabalpur,990408.9620122913
639,1,3,Sagar,859863.2411769987
972,2,2,Pune,1935875.9364973851
1222,3,1,Noida,2497979.732352578
730,1,2,Bhopal,953763.5330244551
1222,3,2,Jabalpur,1997531.5106486592
651,1,1,Jabalpur,1032116.796239361
1070,2,2,Pune,2109592.2303202725
656,1,2,Mumbai,1752012.9993008901
647,1,1,Pune,1584432.5422007227
1073,2,1,Jabalpur,1226959.9406430137
1260,3,1,Sagar,1614502.949574764
992,2,1,Satna,1071220.6614240054
769,1,1,Bhopal,962936.8172606509
627,1,2,Bhopal,923724.5266166107
1412,3,1,Sagar,1348557.1011044413
1051,2,2,Mumbai,2354492.3206282817
857,2,1,Noida,2476049.4177288953
710,1,3,Bhopal,877346.9021099623
734,1,2,Bhopal,1000101.9954512015
688,1,2,Rewa,697327.072860898
681,1,2,Satna,677146.232676007
971,2,3,Bhopal,1116437.3520774627
1384,3,3,Pune,2923481.618742454
1026,2,1,Sagar,1167531.8440266447
1158,2,3,Mumbai,2415707.9777032314
1350,3,1,Satna,1436613.0290131546
624,1,2,Noida,1354091.3568209407
1188,2,3,Jabalpur,1475960.539681669
1392,3,1,Rewa,1568609.9067392077
742,1,1,Mumbai,1631320.7370020386
1011,2,3,Pune,2428413.9714621883
1497,3,1,Rewa,1634734.7122564951
983,2,3,Noida,2367309.8133042096
630,1,3,Bhopal,920156.9477172453
1297,3,3,Bhopal,1626666.2308077125
1280,3,2,Jabalpur,1575561.8691598915
1017,2,3,Sagar,1132595.3386523607
1243,3,1,Pune,2947156.7118004393
1289,3,2,Noida,2882271.6660055155
607,1,3,Rewa,748267.5960008191
678,1,1,Bhopal,870099.9901431532
994,2,1,Mumbai,2131766.3122050185
628,1,1,Bhopal,949526.854129923
880,2,1,Jabalpur,1383375.8584555574
616,1,1,Noida,1643708.6726123844
760,1,1,Jabalpur,916107.4918802422
1294,3,3,Bhopal,1781004.3116704861
1356,3,2,Satna,1429125.5825256272
1291,3,3,Indore,1731901.4661992714
1396,3,3,Jabalpur,2023310.6378236152
1423,3,1,Rewa,1593425.300934504
1238,3,1,Jabalpur,1667449.3304341028
651,1,1,Bhopal,862020.7795674568
1244,3,3,Indore,1563637.4238371511
773,1,2,Mumbai,1665313.593872309
1365,3,1,Satna,1220753.0962133056
780,1,3,Jabalpur,963738.4669509692
797,1,3,Rewa,889536.9575489515
758,1,2,Rewa,661384.0549121695
1365,3,1,Mumbai,2780204.680209637
1349,3,1,Mumbai,2689969.8027187074
973,2,1,Sagar,921291.8909588365
703,1,1,Noida,1653659.3428104434
1289,3,3,Pune,2560478.0136994338
620,1,1,Mumbai,1573845.326669998
644,1,2,Jabalpur,902181.8257626463
810,2,3,Indore,1420444.492298109
1463,3,1,Bhopal,1658002.4534173976
931,2,1,Sagar,1243545.7640674235
1384,3,3,Sagar,1487799.1530820574
1153,2,1,Indore,987793.8607902563
1152,2,3,Noida,2295969.513546908
1496,3,3,Bhopal,1919839.371838621
1335,3,3,Bhopal,1863148.9652460977
1430,3,2,Noida,3108575.192816479
1198,2,2,Jabalpur,1583142.7682275672
1201,3,3,Indore,1880529.9947350726
1154,2,1,Mumbai,1860283.402562967
1439,3,2,Rewa,1465785.048923565
1135,2,3,Rewa,1216327.8323846506
1137,2,3,Indore,1255257.0034999521
1112,2,3,Rewa,949266.8620773632
969,2,1,Bhopal,1074939.8372871305
752,1,1,Indore,836796.2317462191
1240,3,2,Noida,2781773.3927138406
709,1,3,Satna,822645.9211346462
782,1,2,Satna,783899.2168335201
1301,3,2,Satna,1568318.6715018877
1147,2,3,Pune,1991344.9489824472
1381,3,2,Noida,2864444.4929268616
626,1,2,Pune,1435868.0443868097
1026,2,1,Bhopal,1384247.0222762187
1339,3,2,Noida,2493144.168991594
888,2,2,Bhopal,1369038.9144511744
1231,3,3,Bhopal,2093925.4218797868
914,2,1,Satna,1052745.7412661745
720,1,2,Noida,1573534.7440161228
1413,3,1,Indore,1760383.5426488628
1078,2,2,Pune,2251598.7175553353
1202,3,3,Jabalpur,1686289.2074273578
985,2,1,Jabalpur,1419832.387028189
624,1,2,Mumbai,1608524.4821874176
1265,3,2,Bhopal,1997382.3274025302
681,1,2,Noida,1371538.5188376626
908,2,3,Bhopal,1503303.8158326838
809,2,2,Noida,2327328.7163290544
976,2,1,Pune,2148394.3467900027
888,2,3,Rewa,959519.4013261826
743,1,3,Noida,1456799.6435895744
1253,3,1,Satna,1586112.8688761292
1129,2,3,Mumbai,1830193.017060269
869,2,1,Jabalpur,1535372.4966728536
1211,3,1,Pune,3064684.882882096
1321,3,1,Pune,3089823.213760622
986,2,2,Jabalpur,1520202.3629878548
610,1,1,Rewa,780488.976196315
780,1,1,Pune,1865944.3347881013
1485,3,1,Jabalpur,1674324.0808844334
1257,3,1,Satna,1414479.3024707807
1387,3,1,Mumbai,2560424.3163171737
1337,3,1,Mumbai,2714655.0461091725
1191,2,3,Pune,2031821.806429806
781,1,3,Satna,851525.9929643709
1286,3,1,Noida,2504190.950549838
734,1,2,Sagar,764767.5562298206
726,1,3,Bhopal,965528.5189340415
1140,2,1,Jabalpur,1391772.1931337037
1396,3,3,Noida,2978891.4306226824
721,1,3,Jabalpur,960667.8428405825
680,1,2,Bhopal,1013885.1344397253
778,1,1,Noida,1520434.8751234089
1324,3,3,Indore,1608127.028046159
1384,3,3,Rewa,1472021.4394682017
758,1,1,Mumbai,1509368.4119212732
905,2,2,Jabalpur,1066582.7513229363
690,1,2,Bhopal,982035.7706140026
649,1,3,Sagar,839275.6889320576
626,1,1,Indore,925081.7980715452
1393,3,2,Indore,1669887.0015978501
796,1,1,Sagar,637721.8660648986
1281,3,2,Rewa,1480226.981801425
720,1,3,Indore,1081165.1242456888
881,2,1,Jabalpur,1177046.0048301122
1456,3,2,Bhopal,1857176.556188855
904,2,1,Indore,1262171.7693672113
1198,2,1,Satna,1004258.5768852865
1224,3,1,Rewa,1530812.414631042
752,1,2,Pune,1395178.9278713884
823,2,3,Jabalpur,1224659.0249495723
1073,2,1,Rewa,1009496.441437064
841,2,2,Noida,2118543.5697088414
909,2,3,Mumbai,2200004.0041860896
884,2,2,Bhopal,1471989.884483179
714,1,1,Mumbai,1476400.3625661912
1181,2,2,Mumbai,1992241.5169072987
625,1,3,Indore,957805.1021597532
1244,3,2,Jabalpur,1786516.3681655512
1001,2,2,Mumbai,2115884.589164862
1427,3,1,Bhopal,1797551.1666483304
603,1,1,Noida,1263443.819229005
824,2,3,Satna,916306.5753256866
680,1,1,Rewa,701075.7098972165
1096,2,2,Jabalpur,1087643.0206389304
1356,3,2,Jabalpur,1766806.5819448035
686,1,1,Rewa,695693.4797677196
1319,3,3,Noida,2763378.600568671
1226,3,3,Bhopal,1936076.8848308956
1491,3,1,Mumbai,2669853.188612734
648,1,2,Pune,1642306.1108253403
1305,3,2,Sagar,1554680.491928912
654,1,3,Satna,798520.7626513153
1300,3,2,Jabalpur,1492016.9839009412
980,2,1,Mumbai,2476879.8076461228
1358,3,2,Jabalpur,1748585.8248885132
709,1,2,Satna,777764.5942643182
626,1,3,Mumbai,1867556.4199873416
1017,2,3,Noida,2148505.161714995
1153,2,3,Sagar,911523.8672182629
790,1,1,Mumbai,1838902.2284522585
822,2,1,Noida,2155202.898300895
819,2,2,Rewa,1187341.0945946316
667,1,1,Jabalpur,977496.8328047089
611,1,2,Mumbai,1651336.9896003585
681,1,3,Indore,1001701.3989104192
1007,2,3,Satna,1210795.713598772
721,1,1,Noida,1375840.6382004905
716,1,3,Noida,1344403.7658186008
1211,3,1,Sagar,1476595.457891693
726,1,3,Noida,1545461.1198222123
744,1,1,Satna,774043.6297828079
1267,3,1,Indore,1523915.3107893234
1466,3,2,Bhopal,1687125.7459045025
614,1,1,Satna,798716.9767955224
1262,3,3,Pune,2871631.407480547
1438,3,2,Jabalpur,1762767.618387377
1392,3,2,Rewa,1327315.1277359643
1282,3,1,Bhopal,1737188.3964780467
1007,2,1,Noida,2228899.4707515417
701,1,2,Jabalpur,884482.1013446344
609,1,2,Bhopal,1051899.7729207422
673,1,3,Noida,1709850.5924944743
1049,2,1,Mumbai,1898611.2790020874
670,1,1,Noida,1346735.1025109477
1375,3,1,Jabalpur,1750132.2156280435
1257,3,2,Indore,1966640.530385017
1375,3,3,Satna,1659686.7075409149
1197,2,2,Mumbai,2348762.387019241
1484,3,3,Mumbai,2810967.548801611
786,1,3,Sagar,762614.9277864075
1426,3,3,Noida,3034619.4122027084
750,1,2,Bhopal,923821.1473605463
1497,3,1,Satna,1398953.4372734206
1294,3,1,Pune,2923932.792767007
1319,3,1,Jabalpur,1882477.649614737
751,1,3,Noida,1334652.1576336995
718,1,3,Indore,1085273.2774009146
784,1,2,Jabalpur,878120.3115047069
674,1,2,Indore,1005179.705126859
694,1,3,Mumbai,1774103.1093918495
644,1,2,Bhopal,948150.7185621167
1470,3,2,Noida,2795255.1380108916
1112,2,1,Sagar,922758.7086228897
626,1,1,Jabalpur,882519.6086591578
658,1,3,Indore,1050744.9062198536
664,1,3,Noida,1771157.2945274988
604,1,2,Rewa,688125.2705134207
957,2,2,Pune,1882869.6969879626
1447,3,1,Rewa,1663353.9355389145
1265,3,3,Noida,2620871.446548799
1203,3,3,Sagar,1587984.1347735098
1248,3,3,Indore,1888258.3065306952
717,1,3,Rewa,755689.5281069906
869,2,1,Satna,814622.7182401163
773,1,3,Jabalpur,1033117.3883501922
1396,3,3,Bhopal,1643769.653737574
626,1,1,Bhopal,996511.037494034
983,2,1,Mumbai,2355585.9952102145
1190,2,3,Jabalpur,1212414.137375518
1061,2,2,Mumbai,2443361.5195877035
1205,3,3,Indore,1988865.6310526673
1389,3,1,Noida,3054004.021385862
828,2,3,Indore,1116714.6171298064
1470,3,3,Noida,2902783.083186296
1275,3,3,Rewa,1549908.7222357595
1018,2,3,Jabalpur,1337470.9019421642
881,2,1,Satna,811529.4110122519
